date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:52:55	1571/1571	------	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Dec%202024%2007:39:34%20GMT	https://www.googletagmanager.com/robots.txt		(from https://papi.cash/)
15:52:55	1020/1020	------	200	untouched ('OK')	text/plain	date:Sun,%2008%20Dec%202024%2022:34:26%20GMT	https://www.facebook.com/robots.txt		(from https://papi.cash/)
15:52:56	292900/292900	------	200	untouched ('')	image/png	date:Wed,%2017%20May%202023%2020:03:53%20GMT	https://papi.cash/asset/image/hero.png	D:/papiChulo/papi.cash/asset/image/hero.png	(from https://papi.cash/index.html)
15:52:56	4628/4628	------	200	untouched ('')	image/png	date:Fri,%2021%20Apr%202023%2005:57:01%20GMT	https://papi.cash/asset/image/header/people.png	D:/papiChulo/papi.cash/asset/image/header/people.png	(from https://papi.cash/index.html)
15:52:56	3832/3832	------	200	untouched ('')	image/png	date:Fri,%2021%20Apr%202023%2005:57:01%20GMT	https://papi.cash/asset/image/header/people2.png	D:/papiChulo/papi.cash/asset/image/header/people2.png	(from https://papi.cash/index.html)
15:52:56	3191/3191	------	200	untouched ('')	image/png	date:Fri,%2021%20Apr%202023%2005:57:01%20GMT	https://papi.cash/asset/image/header/sun.png	D:/papiChulo/papi.cash/asset/image/header/sun.png	(from https://papi.cash/index.html)
15:52:56	819744/819744	------	200	untouched ('')	image/png	date:Wed,%2017%20May%202023%2021:39:40%20GMT	https://papi.cash/rocket.png	D:/papiChulo/papi.cash/rocket.png	(from https://papi.cash/index.html)
15:52:56	99317/99317	------	200	untouched ('')	image/png	date:Fri,%2021%20Apr%202023%2005:57:01%20GMT	https://papi.cash/asset/image/header/Spaceship_cloud_01.png	D:/papiChulo/papi.cash/asset/image/header/Spaceship_cloud_01.png	(from https://papi.cash/index.html)
15:52:56	840961/840961	------	200	untouched ('')	image/png	date:Fri,%2021%20Apr%202023%2005:57:01%20GMT	https://papi.cash/asset/image/header/group.png	D:/papiChulo/papi.cash/asset/image/header/group.png	(from https://papi.cash/index.html)
15:52:56	48270/48270	------	200	untouched ('OK')	image/svg+xml	date:Fri,%2021%20Apr%202023%2005:57:01%20GMT	https://papi.cash/asset/image/svg/bubble.svg	D:/papiChulo/papi.cash/asset/image/svg/bubble.svg	(from https://papi.cash/index.html)
15:52:56	363874/363874	------	200	untouched ('')	image/png	date:Wed,%2017%20May%202023%2021:50:42%20GMT	https://papi.cash/asset/image/header/redstar.png	D:/papiChulo/papi.cash/asset/image/header/redstar.png	(from https://papi.cash/index.html)
15:52:56	15257/15257	------	200	untouched ('')	image/png	date:Thu,%2025%20May%202023%2000:08:22%20GMT	https://papi.cash/asset/image/logo/logo.png	D:/papiChulo/papi.cash/asset/image/logo/logo.png	(from https://papi.cash/index.html)
15:52:56	406/406	------	200	untouched ('OK')	image/svg+xml	date:Fri,%2021%20Apr%202023%2005:57:01%20GMT	https://papi.cash/asset/image/svg/whiteburger.svg	D:/papiChulo/papi.cash/asset/image/svg/whiteburger.svg	(from https://papi.cash/index.html)
15:52:56	409/409	------	200	untouched ('OK')	image/svg+xml	date:Fri,%2021%20Apr%202023%2005:57:01%20GMT	https://papi.cash/asset/image/svg/blueburger.svg	D:/papiChulo/papi.cash/asset/image/svg/blueburger.svg	(from https://papi.cash/index.html)
15:52:56	107746/107746	------	200	untouched ('')	text/javascript	date:Fri,%2021%20Apr%202023%2005:57:01%20GMT	https://papi.cash/asset/js/jquery-3.5.1.min.js	D:/papiChulo/papi.cash/asset/js/jquery-3.5.1.min.js	(from https://papi.cash/index.html)
15:52:56	662058/662058	------	200	untouched ('')	text/javascript	etag:%22a9a4f3fdeaf40d48d1e52271968bf4cd%22	https://uploads-ssl.webflow.com/622667ce4130814b6ddb0d75/js/webflow.aab9ef7fd.js	D:/papiChulo/uploads-ssl.webflow.com/622667ce4130814b6ddb0d75/js/webflow.aab9ef7fd.js	(from https://papi.cash/index.html)
15:52:56	81068/81068	------	200	untouched ('')	text/javascript	date:Fri,%2021%20Apr%202023%2005:57:01%20GMT	https://papi.cash/asset/js/gsap.min.js	D:/papiChulo/papi.cash/asset/js/gsap.min.js	(from https://papi.cash/index.html)
15:52:56	46880/46880	------	200	untouched ('')	text/javascript	date:Fri,%2021%20Apr%202023%2005:57:01%20GMT	https://papi.cash/asset/js/ScrollTrigger.min.js	D:/papiChulo/papi.cash/asset/js/ScrollTrigger.min.js	(from https://papi.cash/index.html)
15:52:56	120626/120626	------	200	untouched ('')	application/javascript	etag:W/%22923a098e150d57850c965041e5ac4c2c%22	https://cdn.plyr.io/3.6.3/plyr.js	D:/papiChulo/cdn.plyr.io/3.6.3/plyr.js	(from https://papi.cash/index.html)
