date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:37:21	135279/135279	---M--	200	added ('OK')	image/png	date:Fri,%2021%20Apr%202023%2005:57:01%20GMT	https://papi.cash/asset/image/logo/rounds.png	D:/papiChulo/papi.cash/asset/image/logo/rounds.png	(from https://papi.cash/)
15:39:22	63565/63565	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Dec%202023%2017:17:34%20GMT	https://stake.papi.cash/	D:/papiChulo/stake.papi.cash/index.html	(from https://papi.cash/)
15:39:23	292900/292900	---M--	200	added ('OK')	image/png	date:Wed,%2017%20May%202023%2020:03:53%20GMT	https://papi.cash/asset/image/hero.png	D:/papiChulo/papi.cash/asset/image/hero.png	(from https://papi.cash/)
15:39:23	4628/4628	---M--	200	added ('OK')	image/png	date:Fri,%2021%20Apr%202023%2005:57:01%20GMT	https://papi.cash/asset/image/header/people.png	D:/papiChulo/papi.cash/asset/image/header/people.png	(from https://papi.cash/)
15:39:23	3832/3832	---M--	200	added ('OK')	image/png	date:Fri,%2021%20Apr%202023%2005:57:01%20GMT	https://papi.cash/asset/image/header/people2.png	D:/papiChulo/papi.cash/asset/image/header/people2.png	(from https://papi.cash/)
15:39:24	3191/3191	---M--	200	added ('OK')	image/png	date:Fri,%2021%20Apr%202023%2005:57:01%20GMT	https://papi.cash/asset/image/header/sun.png	D:/papiChulo/papi.cash/asset/image/header/sun.png	(from https://papi.cash/)
15:39:25	819744/819744	---M--	200	added ('OK')	image/png	date:Wed,%2017%20May%202023%2021:39:40%20GMT	https://papi.cash/rocket.png	D:/papiChulo/papi.cash/rocket.png	(from https://papi.cash/)
15:39:25	99317/99317	---M--	200	added ('OK')	image/png	date:Fri,%2021%20Apr%202023%2005:57:01%20GMT	https://papi.cash/asset/image/header/Spaceship_cloud_01.png	D:/papiChulo/papi.cash/asset/image/header/Spaceship_cloud_01.png	(from https://papi.cash/)
15:39:26	48270/48270	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2021%20Apr%202023%2005:57:01%20GMT	https://papi.cash/asset/image/svg/bubble.svg	D:/papiChulo/papi.cash/asset/image/svg/bubble.svg	(from https://papi.cash/)
15:39:26	840961/840961	---M--	200	added ('OK')	image/png	date:Fri,%2021%20Apr%202023%2005:57:01%20GMT	https://papi.cash/asset/image/header/group.png	D:/papiChulo/papi.cash/asset/image/header/group.png	(from https://papi.cash/)
15:39:26	363874/363874	---M--	200	added ('OK')	image/png	date:Wed,%2017%20May%202023%2021:50:42%20GMT	https://papi.cash/asset/image/header/redstar.png	D:/papiChulo/papi.cash/asset/image/header/redstar.png	(from https://papi.cash/)
15:39:28	11059/11059	---M-Z	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2007:39:28%20GMT	https://t.me/PapiCoinETH	D:/papiChulo/t.me/PapiCoinETH.html	(from https://papi.cash/)
15:39:28	15257/15257	---M--	200	added ('OK')	image/png	date:Thu,%2025%20May%202023%2000:08:22%20GMT	https://papi.cash/asset/image/logo/logo.png	D:/papiChulo/papi.cash/asset/image/logo/logo.png	(from https://papi.cash/)
15:39:28	406/406	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2021%20Apr%202023%2005:57:01%20GMT	https://papi.cash/asset/image/svg/whiteburger.svg	D:/papiChulo/papi.cash/asset/image/svg/whiteburger.svg	(from https://papi.cash/)
15:39:28	409/409	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2021%20Apr%202023%2005:57:01%20GMT	https://papi.cash/asset/image/svg/blueburger.svg	D:/papiChulo/papi.cash/asset/image/svg/blueburger.svg	(from https://papi.cash/)
15:39:29	107746/107746	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2021%20Apr%202023%2005:57:01%20GMT	https://papi.cash/asset/js/jquery-3.5.1.min.js	D:/papiChulo/papi.cash/asset/js/jquery-3.5.1.min.js	(from https://papi.cash/)
15:39:29	662058/662058	---M-Z	200	added ('OK')	text/javascript	etag:%22a9a4f3fdeaf40d48d1e52271968bf4cd%22	https://uploads-ssl.webflow.com/622667ce4130814b6ddb0d75/js/webflow.aab9ef7fd.js	D:/papiChulo/uploads-ssl.webflow.com/622667ce4130814b6ddb0d75/js/webflow.aab9ef7fd.js	(from https://papi.cash/)
15:39:30	39/39	---MC-	302	error ('Found')	text/plain	date:Mon,%2009%20Dec%202024%2007:39:30%20GMT	https://unpkg.com/split-type	D:/papiChulo/unpkg.com/split-type.23.delayed	(from https://papi.cash/)
15:39:30	56/56	---MC-	302	error ('Found')	text/plain	date:Mon,%2009%20Dec%202024%2007:39:30%20GMT	https://unpkg.com/split-type@0.3.4	D:/papiChulo/unpkg.com/split-type@0.3.4	(from https://papi.cash/)
15:39:30	11804/11804	---MCZ	200	added ('OK')	application/javascript	etag:W/%222e1c-XoZJCnvrOHenGw4jVY13TgVEmX0%22	https://unpkg.com/split-type@0.3.4/umd/index.min.js	D:/papiChulo/unpkg.com/split-type@0.3.4/umd/index.min.js	(from https://papi.cash/)
15:39:31	81068/81068	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2021%20Apr%202023%2005:57:01%20GMT	https://papi.cash/asset/js/gsap.min.js	D:/papiChulo/papi.cash/asset/js/gsap.min.js	(from https://papi.cash/)
15:39:32	46880/46880	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2021%20Apr%202023%2005:57:01%20GMT	https://papi.cash/asset/js/ScrollTrigger.min.js	D:/papiChulo/papi.cash/asset/js/ScrollTrigger.min.js	(from https://papi.cash/)
15:39:32	120626/120626	---MCZ	200	added ('OK')	application/javascript	etag:W/%22923a098e150d57850c965041e5ac4c2c%22	https://cdn.plyr.io/3.6.3/plyr.js	D:/papiChulo/cdn.plyr.io/3.6.3/plyr.js	(from https://papi.cash/)
15:39:33	222323/222323	---M--	200	added ('OK')	image/png	etag:%2205d15e59464046a22c50940cd3b1018a%22	https://uploads-ssl.webflow.com/622667ce4130814b6ddb0d75/622667ce41308126f3db0d85_video_cover.png	D:/papiChulo/uploads-ssl.webflow.com/622667ce4130814b6ddb0d75/622667ce41308126f3db0d85_video_cover.png	(from https://papi.cash/asset/css/webflow.fe0eb3982.min.css)
15:39:33	51/51	---MCZ	200	added ('OK')	text/plain	date:Mon,%2009%20Dec%202024%2007:39:33%20GMT	https://fonts.googleapis.com/robots.txt		(from https://papi.cash/)
15:39:33	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Dec%202024%2007:39:33%20GMT	https://fonts.gstatic.com/robots.txt		(from https://papi.cash/)
15:39:34	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Dec%202024%2007:39:34%20GMT	https://www.googletagmanager.com/robots.txt		(from https://papi.cash/)
15:39:34	1020/1020	---M-Z	200	added ('OK')	text/plain	date:Sun,%2008%20Dec%202024%2022:34:26%20GMT	https://www.facebook.com/robots.txt		(from https://papi.cash/)
15:39:36	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Dec%202024%2007:39:36%20GMT	https://stake.papi.cash/robots.txt		(from https://papi.cash/)
15:39:36	244078/244078	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20May%202023%2009:20:09%20GMT	https://stake.papi.cash/asset/css/webflow.fe0eb3982.min.css	D:/papiChulo/stake.papi.cash/asset/css/webflow.fe0eb3982.min.css	(from https://stake.papi.cash/)
15:39:37	19715/19715	---M-Z	200	added ('OK')	text/css	date:Fri,%2021%20Apr%202023%2005:57:01%20GMT	https://stake.papi.cash/ZealAnimator-v2.0.min.css	D:/papiChulo/stake.papi.cash/ZealAnimator-v2.0.min.css	(from https://stake.papi.cash/)
15:39:37	16037/16037	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2021%20Apr%202023%2005:57:01%20GMT	https://stake.papi.cash/asset/js/about-us.js	D:/papiChulo/stake.papi.cash/asset/js/about-us.js	(from https://stake.papi.cash/)
15:39:38	6918/6918	---M--	200	added ('OK')	image/png	date:Wed,%2017%20May%202023%2020:54:11%20GMT	https://stake.papi.cash/asset/image/Favicon.png	D:/papiChulo/stake.papi.cash/asset/image/Favicon.png	(from https://stake.papi.cash/)
15:39:38	41774/41774	---M--	200	added ('OK')	image/png	date:Wed,%2017%20May%202023%2020:48:42%20GMT	https://stake.papi.cash/asset/image/Webclip.png	D:/papiChulo/stake.papi.cash/asset/image/Webclip.png	(from https://stake.papi.cash/)
15:39:38	107746/107746	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2021%20Apr%202023%2005:57:01%20GMT	https://stake.papi.cash/asset/js/jquery.min.js	D:/papiChulo/stake.papi.cash/asset/js/jquery.min.js	(from https://stake.papi.cash/)
15:39:39	37559/37559	---M-Z	200	added ('OK')	text/css	date:Fri,%2021%20Apr%202023%2005:57:01%20GMT	https://stake.papi.cash/asset/css/plyr.css	D:/papiChulo/stake.papi.cash/asset/css/plyr.css	(from https://stake.papi.cash/)
15:39:40	63565/63565	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Dec%202023%2017:17:34%20GMT	https://stake.papi.cash/index.html	D:/papiChulo/stake.papi.cash/index-2.html	(from https://stake.papi.cash/)
15:39:41	48607/48607	---M--	200	added ('OK')	image/png	date:Wed,%2017%20May%202023%2020:58:28%20GMT	https://stake.papi.cash/main.png	D:/papiChulo/stake.papi.cash/main.png	(from https://stake.papi.cash/)
15:39:42	135279/135279	---M--	200	added ('OK')	image/png	date:Fri,%2021%20Apr%202023%2005:57:01%20GMT	https://stake.papi.cash/asset/image/logo/rounds.png	D:/papiChulo/stake.papi.cash/asset/image/logo/rounds.png	(from https://stake.papi.cash/)
15:39:42	385690/385690	---M--	200	added ('OK')	image/png	date:Wed,%2017%20May%202023%2020:18:31%20GMT	https://stake.papi.cash/asset/image/Phone_sml.png	D:/papiChulo/stake.papi.cash/asset/image/Phone_sml.png	(from https://stake.papi.cash/)
15:39:43	11472/11472	---M--	200	added ('OK')	image/jpeg	date:Wed,%2017%20May%202023%2021:57:24%20GMT	https://stake.papi.cash/asset/image/Phone%20Shadow.jpg	D:/papiChulo/stake.papi.cash/asset/image/Phone%20Shadow.jpg	(from https://stake.papi.cash/)
15:39:43	4628/4628	---M--	200	added ('OK')	image/png	date:Fri,%2021%20Apr%202023%2005:57:01%20GMT	https://stake.papi.cash/asset/image/header/people.png	D:/papiChulo/stake.papi.cash/asset/image/header/people.png	(from https://stake.papi.cash/)
15:39:43	3832/3832	---M--	200	added ('OK')	image/png	date:Fri,%2021%20Apr%202023%2005:57:01%20GMT	https://stake.papi.cash/asset/image/header/people2.png	D:/papiChulo/stake.papi.cash/asset/image/header/people2.png	(from https://stake.papi.cash/)
15:39:43	292900/292900	---M--	200	added ('OK')	image/png	date:Wed,%2017%20May%202023%2020:03:53%20GMT	https://stake.papi.cash/asset/image/hero.png	D:/papiChulo/stake.papi.cash/asset/image/hero.png	(from https://stake.papi.cash/)
15:39:43	755612/755612	---M--	200	added ('OK')	image/png	date:Fri,%2021%20Apr%202023%2005:57:01%20GMT	https://stake.papi.cash/asset/image/Homepage%20shapes.png	D:/papiChulo/stake.papi.cash/asset/image/Homepage%20shapes.png	(from https://stake.papi.cash/)
15:39:44	3191/3191	---M--	200	added ('OK')	image/png	date:Fri,%2021%20Apr%202023%2005:57:01%20GMT	https://stake.papi.cash/asset/image/header/sun.png	D:/papiChulo/stake.papi.cash/asset/image/header/sun.png	(from https://stake.papi.cash/)
15:39:44	819744/819744	---M--	200	added ('OK')	image/png	date:Wed,%2017%20May%202023%2021:39:40%20GMT	https://stake.papi.cash/rocket.png	D:/papiChulo/stake.papi.cash/rocket.png	(from https://stake.papi.cash/)
15:39:44	99317/99317	---M--	200	added ('OK')	image/png	date:Fri,%2021%20Apr%202023%2005:57:01%20GMT	https://stake.papi.cash/asset/image/header/Spaceship_cloud_01.png	D:/papiChulo/stake.papi.cash/asset/image/header/Spaceship_cloud_01.png	(from https://stake.papi.cash/)
15:39:45	840961/840961	---M--	200	added ('OK')	image/png	date:Fri,%2021%20Apr%202023%2005:57:01%20GMT	https://stake.papi.cash/asset/image/header/group.png	D:/papiChulo/stake.papi.cash/asset/image/header/group.png	(from https://stake.papi.cash/)
15:39:45	48270/48270	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2021%20Apr%202023%2005:57:01%20GMT	https://stake.papi.cash/asset/image/svg/bubble.svg	D:/papiChulo/stake.papi.cash/asset/image/svg/bubble.svg	(from https://stake.papi.cash/)
15:39:45	363874/363874	---M--	200	added ('OK')	image/png	date:Wed,%2017%20May%202023%2021:50:42%20GMT	https://stake.papi.cash/asset/image/header/redstar.png	D:/papiChulo/stake.papi.cash/asset/image/header/redstar.png	(from https://stake.papi.cash/)
15:39:45	15257/15257	---M--	200	added ('OK')	image/png	date:Thu,%2025%20May%202023%2000:08:22%20GMT	https://stake.papi.cash/asset/image/logo/logo.png	D:/papiChulo/stake.papi.cash/asset/image/logo/logo.png	(from https://stake.papi.cash/)
15:39:45	406/406	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2021%20Apr%202023%2005:57:01%20GMT	https://stake.papi.cash/asset/image/svg/whiteburger.svg	D:/papiChulo/stake.papi.cash/asset/image/svg/whiteburger.svg	(from https://stake.papi.cash/)
15:39:46	409/409	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2021%20Apr%202023%2005:57:01%20GMT	https://stake.papi.cash/asset/image/svg/blueburger.svg	D:/papiChulo/stake.papi.cash/asset/image/svg/blueburger.svg	(from https://stake.papi.cash/)
15:39:46	107746/107746	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2021%20Apr%202023%2005:57:01%20GMT	https://stake.papi.cash/asset/js/jquery-3.5.1.min.js	D:/papiChulo/stake.papi.cash/asset/js/jquery-3.5.1.min.js	(from https://stake.papi.cash/)
15:39:46	81068/81068	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2021%20Apr%202023%2005:57:01%20GMT	https://stake.papi.cash/asset/js/gsap.min.js	D:/papiChulo/stake.papi.cash/asset/js/gsap.min.js	(from https://stake.papi.cash/)
15:39:47	46880/46880	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2021%20Apr%202023%2005:57:01%20GMT	https://stake.papi.cash/asset/js/ScrollTrigger.min.js	D:/papiChulo/stake.papi.cash/asset/js/ScrollTrigger.min.js	(from https://stake.papi.cash/)
15:39:47	578/578	---M-Z	200	added ('OK')	text/plain	date:Mon,%2009%20Dec%202024%2007:39:47%20UTC	https://twitter.com/robots.txt		(from https://papi.cash/)
15:39:48	153/153	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Dec%202024%2007:39:48%20GMT	https://t.me/robots.txt		(from https://papi.cash/)
15:39:49	1896/1896	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225f160181-768%22	http://telegram.org/img/website_icon.svg?4	D:/papiChulo/telegram.org/img/website_icona87f.svg	(from https://t.me/PapiCoinETH)
15:39:49	5644/5644	---M--	200	added ('OK')	image/png	etag:%2262616083-160c%22	http://telegram.org/img/apple-touch-icon.png	D:/papiChulo/telegram.org/img/apple-touch-icon.47.delayed	(from https://t.me/PapiCoinETH)
15:39:50	1043/1043	---M--	200	added ('OK')	image/png	etag:%2262616083-413%22	http://telegram.org/img/favicon-32x32.png	D:/papiChulo/telegram.org/img/favicon-32x32.png	(from https://t.me/PapiCoinETH)
15:39:50	535/535	---M--	200	added ('OK')	image/png	etag:%2262616083-217%22	http://telegram.org/img/favicon-16x16.png	D:/papiChulo/telegram.org/img/favicon-16x16.png	(from https://t.me/PapiCoinETH)
15:39:50	6166/6166	---MCZ	200	added ('OK')	text/css	etag:W/%2263512b7d-1816%22	http://telegram.org/css/font-roboto.css?1	D:/papiChulo/telegram.org/css/font-robotoc4ca.css	(from https://t.me/PapiCoinETH)
15:39:50	15086/15086	---M--	200	added ('OK')	image/x-icon	etag:%2262616083-3aee%22	http://telegram.org/img/favicon.ico	D:/papiChulo/telegram.org/img/favicon.ico	(from https://t.me/PapiCoinETH)
15:39:51	42523/42523	---MCZ	200	added ('OK')	text/css	etag:W/%225a05e7c6-a61b%22	http://telegram.org/css/bootstrap.min.css?3	D:/papiChulo/telegram.org/css/bootstrap.mineccb.css	(from https://t.me/PapiCoinETH)
15:39:51	115228/115228	---MCZ	200	added ('OK')	text/css	etag:W/%226748cefb-1c21c%22	http://telegram.org/css/telegram.css?242	D:/papiChulo/telegram.org/css/telegrame4a6.css	(from https://t.me/PapiCoinETH)
15:39:51	0/0	---M-Z	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2007:39:51%20GMT	http://telegram.org/dl?tme=28750ee362e9b2819b_10935796814757840233	D:/papiChulo/telegram.org/dle08b	(from https://t.me/PapiCoinETH)
15:39:51	0/0	---M-Z	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2007:39:52%20GMT	http://telegram.org/	D:/papiChulo/telegram.org/index.html	(from https://t.me/PapiCoinETH)
15:39:52	1587/1587	---MCZ	200	added ('OK')	text/html	etag:W/%22653969bd-633%22	https://web.telegram.org/	D:/papiChulo/web.telegram.org/index.html	(from https://t.me/PapiCoinETH)
15:39:52	0/0	---M-Z	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2007:39:52%20GMT	https://telegram.org/dl	D:/papiChulo/telegram.org/dl.4f.delayed	(from https://t.me/PapiCoinETH)
15:39:53	0/0	---M-Z	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2007:39:53%20GMT	http://desktop.telegram.org/	D:/papiChulo/desktop.telegram.org/index.html	(from https://t.me/PapiCoinETH)
15:39:53	30301/30301	---M--	200	added ('OK')	image/jpeg	etag:%22cf2b87b2f470fecf2176c583a084d08be7472b9b%22	https://cdn4.cdn-telegram.org/file/Htk8qCzIi7hAqVN7NmzOuWO1hKunINzlWv_IXa-qxaNfnTYF9jmBDAbkYQsQfHDO3HseI5MT4QCRt5aUHis94x2WWOYxttrZrLHulsLJfKeAuGCYPUVyq9EVqUvqen7pgCk_nVQimfjdL9TOku8V274r9VTyQnXXhxWlVJSKqJmfgkOTYvPJG9t9jJS92ExOhELbdoQGK4i3q7SCNiTPSZV06wqPXFCbzESY12y2rmN2Vyf7nxEnfLalhVzqPgIEtCCox__d17eYr7pzk7t2qCi31ukHVTRlhVobET6WiAstJ88OXleoY8eG2ddxhkAgbNhjMaE122EYMUhpRmJRBQ.jpg	D:/papiChulo/cdn4.cdn-telegram.org/file/Htk8qCzIi7hAqVN7NmzOuWO1hKunINzlWv_IXa-qxaNfnTYF9jmBDAbkYQsQfHDO3HseI5MT4QCRt5aUHis94x2WWOYxttrZrLHulsLJfKeAuGCYPUVyq9EVqUvqen7pgCk_nVQimfjdL9TOku8V274r9VTyQnXXhxWlVJSKqJmfgkOTYvPJG9t9jJS92ExOhELb	(from https://t.me/PapiCoinETH)
15:39:54	18547/18547	---M-Z	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2007:39:54%20GMT	https://t.me/s/PapiCoinETH	D:/papiChulo/t.me/s/PapiCoinETH.html	(from https://t.me/PapiCoinETH)
15:39:55	2979/2979	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262211da5-ba3%22	http://telegram.org/js/tgwallpaper.min.js?3	D:/papiChulo/telegram.org/js/tgwallpaper.mineccb.js	(from https://t.me/PapiCoinETH)
15:39:55	153/153	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Dec%202024%2007:39:55%20GMT	https://web.telegram.org/robots.txt		(from https://t.me/PapiCoinETH)
15:39:56	192079/192079	---MCZ	200	added ('OK')	text/css	etag:W/%225fdcb452-2ee4f%22	https://web.telegram.org/css/app.css	D:/papiChulo/web.telegram.org/css/app.css	(from https://web.telegram.org/)
15:39:57	1516/1516	---M--	200	added ('OK')	application/json	etag:%225fdcb453-5ec%22	https://web.telegram.org/manifest.webapp.json	D:/papiChulo/web.telegram.org/manifest.webapp.json	(from https://web.telegram.org/)
15:39:57	959/959	---M--	200	added ('OK')	image/x-icon	etag:%225d83f6a8-3bf%22	https://web.telegram.org/favicon.ico	D:/papiChulo/web.telegram.org/favicon.ico	(from https://web.telegram.org/)
15:39:57	2732/2732	---M--	200	added ('OK')	image/png	etag:%225d83f6a8-aac%22	https://web.telegram.org/img/iphone_home120.png	D:/papiChulo/web.telegram.org/img/iphone_home120.png	(from https://web.telegram.org/)
15:39:58	242/242	---M--	200	added ('OK')	image/png	etag:%225d83f6a8-f2%22	https://web.telegram.org/img/iphone_startup.png	D:/papiChulo/web.telegram.org/img/iphone_startup.png	(from https://web.telegram.org/)
15:39:58	1193/1193	---M--	200	added ('OK')	image/png	etag:%225a05e7c6-4a9%22	http://telegram.org/img/dropdown_1x.png	D:/papiChulo/telegram.org/img/dropdown_1x.png	(from http://telegram.org/css/telegram.css?242)
15:39:59	184/184	---M--	200	added ('OK')	image/png	etag:%225d5430a6-b8%22	http://telegram.org/img/bullet.png?3	D:/papiChulo/telegram.org/img/bulleteccb.png	(from http://telegram.org/css/telegram.css?242)
15:39:59	910/910	---M--	200	added ('OK')	image/png	etag:%225a05e7c6-38e%22	http://telegram.org/img/link-icon.png	D:/papiChulo/telegram.org/img/link-icon.png	(from http://telegram.org/css/telegram.css?242)
15:39:59	1021/1021	---M--	200	added ('OK')	image/png	etag:%225a05e7c6-3fd%22	http://telegram.org/img/breadcrumb_divider_1x.png	D:/papiChulo/telegram.org/img/breadcrumb_divider_1x.png	(from http://telegram.org/css/telegram.css?242)
15:39:59	1083/1083	---M--	200	added ('OK')	image/png	etag:%225a05e7c6-43b%22	http://telegram.org/img/back_to_top_1x.png	D:/papiChulo/telegram.org/img/back_to_top_1x.png	(from http://telegram.org/css/telegram.css?242)
15:40:00	7389/7389	---M--	200	added ('OK')	image/gif	etag:%225a05e7c6-1cdd%22	http://telegram.org/img/SiteAward.gif	D:/papiChulo/telegram.org/img/SiteAward.gif	(from http://telegram.org/css/telegram.css?242)
15:40:00	31391/31391	---M--	200	added ('OK')	image/jpeg	etag:%225cffb181-7a9f%22	http://telegram.org/img/SiteTDesktop.jpg	D:/papiChulo/telegram.org/img/SiteTDesktop.jpg	(from http://telegram.org/css/telegram.css?242)
15:40:01	31305/31305	---M--	200	added ('OK')	image/jpeg	etag:%225eb6fd6e-7a49%22	http://telegram.org/img/SiteiOS.jpg?2	D:/papiChulo/telegram.org/img/SiteiOSc81e.jpg	(from http://telegram.org/css/telegram.css?242)
